story_key,summary,time,userid
1,1,1401408257,34416
0,0,1401408257,34416
3,0,1401408257,34416
2,0,1401408257,34416
4,0,1401408257,34416
1,0,1401590886,28252
0,0,1401590886,28252
3,0,1401590886,28252
2,0,1401590886,28252
5,0,1401590886,28252
4,1,1401590886,28252
7,0,1401590886,28252
6,1,1401590886,28252
9,0,1401590886,28252
8,0,1401590886,28252
1,0,1401624587,73435
0,0,1401624587,73435
3,0,1401624587,73435
2,0,1401624587,73435
5,0,1401624587,73435
4,0,1401624587,73435
7,0,1401624587,73435
6,0,1401624587,73435
9,0,1401624587,73435
8,0,1401624587,73435
1,0,1401630737,97671
0,0,1401630737,97671
3,0,1401630737,97671
2,0,1401630737,97671
5,0,1401630737,97671
4,0,1401630737,97671
7,0,1401630737,97671
6,0,1401630737,97671
9,0,1401630737,97671
8,0,1401630737,97671
1,1,1401634281,13403
0,1,1401634281,13403
3,1,1401634281,13403
2,1,1401634281,13403
5,1,1401634281,13403
4,1,1401634281,13403
7,1,1401634281,13403
6,1,1401634281,13403
9,1,1401634281,13403
8,1,1401634281,13403
1,0,1401634290,7002
0,1,1401634290,7002
3,1,1401634290,7002
2,0,1401634290,7002
5,0,1401634290,7002
4,0,1401634290,7002
7,1,1401634290,7002
6,0,1401634290,7002
9,0,1401634290,7002
8,0,1401634290,7002
1,1,1401634300,3376
0,1,1401634300,3376
3,1,1401634300,3376
2,1,1401634300,3376
5,1,1401634300,3376
4,1,1401634300,3376
7,1,1401634300,3376
6,1,1401634300,3376
9,1,1401634300,3376
8,1,1401634300,3376
1,0,1401634302,63403
0,0,1401634302,63403
3,1,1401634302,63403
2,0,1401634302,63403
5,0,1401634302,63403
4,0,1401634302,63403
7,1,1401634302,63403
6,0,1401634302,63403
9,1,1401634302,63403
8,0,1401634302,63403
1,0,1401634327,47229
0,0,1401634327,47229
3,1,1401634327,47229
2,0,1401634327,47229
5,1,1401634327,47229
4,1,1401634327,47229
7,0,1401634327,47229
6,0,1401634327,47229
9,0,1401634327,47229
8,0,1401634327,47229
1,0,1401634341,95625
0,1,1401634341,95625
3,0,1401634341,95625
2,0,1401634341,95625
5,1,1401634341,95625
4,0,1401634341,95625
7,1,1401634341,95625
6,0,1401634341,95625
9,0,1401634341,95625
8,0,1401634341,95625
1,0,1401634343,89667
0,0,1401634343,89667
3,0,1401634343,89667
2,0,1401634343,89667
5,0,1401634343,89667
4,0,1401634343,89667
7,0,1401634343,89667
6,0,1401634343,89667
9,1,1401634343,89667
8,0,1401634343,89667
1,0,1401634344,22798
0,0,1401634344,22798
3,1,1401634344,22798
2,0,1401634344,22798
5,0,1401634344,22798
4,0,1401634344,22798
7,0,1401634344,22798
6,0,1401634344,22798
9,0,1401634344,22798
8,0,1401634344,22798
1,0,1401634347,38429
0,0,1401634347,38429
3,1,1401634347,38429
2,0,1401634347,38429
5,0,1401634347,38429
4,1,1401634347,38429
7,0,1401634347,38429
6,0,1401634347,38429
9,0,1401634347,38429
8,1,1401634347,38429
1,0,1401634356,70932
0,0,1401634356,70932
3,0,1401634356,70932
2,0,1401634356,70932
5,1,1401634356,70932
4,0,1401634356,70932
7,1,1401634356,70932
6,0,1401634356,70932
9,1,1401634356,70932
8,0,1401634356,70932
1,0,1401634358,67401
0,1,1401634358,67401
3,0,1401634358,67401
2,0,1401634358,67401
5,1,1401634358,67401
4,1,1401634358,67401
7,0,1401634358,67401
6,0,1401634358,67401
9,0,1401634358,67401
8,0,1401634358,67401
1,0,1401634358,59544
0,0,1401634358,59544
3,0,1401634358,59544
2,0,1401634358,59544
5,0,1401634358,59544
4,0,1401634358,59544
7,0,1401634358,59544
6,0,1401634358,59544
9,1,1401634358,59544
8,1,1401634358,59544
1,0,1401634359,43606
0,1,1401634359,43606
3,0,1401634359,43606
2,1,1401634359,43606
5,1,1401634359,43606
4,0,1401634359,43606
7,0,1401634359,43606
6,0,1401634359,43606
9,0,1401634359,43606
8,0,1401634359,43606
1,0,1401634366,83306
0,0,1401634366,83306
3,1,1401634366,83306
2,0,1401634366,83306
5,1,1401634366,83306
4,0,1401634366,83306
7,1,1401634366,83306
6,0,1401634366,83306
9,0,1401634366,83306
8,0,1401634366,83306
1,0,1401634371,51644
0,1,1401634371,51644
3,0,1401634371,51644
2,0,1401634371,51644
5,1,1401634371,51644
4,0,1401634371,51644
7,1,1401634371,51644
6,0,1401634371,51644
9,0,1401634371,51644
8,0,1401634371,51644
1,1,1401634374,44333
0,1,1401634374,44333
3,0,1401634374,44333
2,0,1401634374,44333
5,1,1401634374,44333
4,0,1401634374,44333
7,0,1401634374,44333
6,0,1401634374,44333
9,0,1401634374,44333
8,0,1401634374,44333
1,0,1401634377,66420
0,1,1401634377,66420
3,0,1401634377,66420
2,0,1401634377,66420
5,0,1401634377,66420
4,0,1401634377,66420
7,1,1401634377,66420
6,1,1401634377,66420
9,0,1401634377,66420
8,0,1401634377,66420
1,0,1401634378,63331
0,0,1401634378,63331
3,0,1401634378,63331
2,1,1401634378,63331
5,0,1401634378,63331
4,0,1401634378,63331
7,0,1401634378,63331
6,0,1401634378,63331
9,0,1401634378,63331
8,0,1401634378,63331
1,1,1401634391,88107
0,1,1401634391,88107
3,0,1401634391,88107
2,0,1401634391,88107
5,0,1401634391,88107
4,0,1401634391,88107
7,1,1401634391,88107
6,0,1401634391,88107
9,0,1401634391,88107
8,0,1401634391,88107
1,0,1401634400,12743
0,0,1401634400,12743
3,0,1401634400,12743
2,0,1401634400,12743
5,0,1401634400,12743
4,1,1401634400,12743
7,0,1401634400,12743
6,1,1401634400,12743
9,0,1401634400,12743
8,0,1401634400,12743
1,0,1401634404,67053
0,1,1401634404,67053
3,1,1401634404,67053
2,0,1401634404,67053
5,0,1401634404,67053
4,0,1401634404,67053
7,0,1401634404,67053
6,1,1401634404,67053
9,0,1401634404,67053
8,0,1401634404,67053
1,1,1401634409,20082
0,0,1401634409,20082
3,0,1401634409,20082
2,1,1401634409,20082
5,0,1401634409,20082
4,0,1401634409,20082
7,1,1401634409,20082
6,0,1401634409,20082
9,0,1401634409,20082
8,0,1401634409,20082
1,0,1401634409,20471
0,0,1401634409,20471
3,0,1401634409,20471
2,0,1401634409,20471
5,0,1401634409,20471
4,0,1401634409,20471
7,1,1401634409,20471
6,0,1401634409,20471
9,0,1401634409,20471
8,0,1401634409,20471
1,0,1401634411,23008
0,0,1401634411,23008
3,0,1401634411,23008
2,0,1401634411,23008
5,1,1401634411,23008
4,1,1401634411,23008
7,1,1401634411,23008
6,0,1401634411,23008
9,0,1401634411,23008
8,0,1401634411,23008
1,0,1401634417,70101
0,0,1401634417,70101
3,1,1401634417,70101
2,0,1401634417,70101
5,0,1401634417,70101
4,0,1401634417,70101
7,1,1401634417,70101
6,0,1401634417,70101
9,1,1401634417,70101
8,0,1401634417,70101
1,0,1401634417,10436
0,0,1401634417,10436
3,1,1401634417,10436
2,0,1401634417,10436
5,1,1401634417,10436
4,1,1401634417,10436
7,0,1401634417,10436
6,0,1401634417,10436
9,0,1401634417,10436
8,0,1401634417,10436
1,0,1401634436,15517
0,0,1401634436,15517
3,0,1401634436,15517
2,0,1401634436,15517
5,1,1401634436,15517
4,1,1401634436,15517
7,1,1401634436,15517
6,0,1401634436,15517
9,0,1401634436,15517
8,0,1401634436,15517
1,0,1401634457,91763
0,0,1401634457,91763
3,1,1401634457,91763
2,0,1401634457,91763
5,0,1401634457,91763
4,1,1401634457,91763
7,0,1401634457,91763
6,0,1401634457,91763
9,0,1401634457,91763
8,1,1401634457,91763
1,0,1401634514,10458
0,0,1401634514,10458
3,0,1401634514,10458
2,0,1401634514,10458
5,0,1401634514,10458
4,0,1401634514,10458
7,0,1401634514,10458
6,0,1401634514,10458
9,0,1401634514,10458
8,0,1401634514,10458
1,0,1401634582,20416
0,1,1401634582,20416
3,0,1401634582,20416
2,1,1401634582,20416
5,0,1401634582,20416
4,1,1401634582,20416
7,0,1401634582,20416
6,0,1401634582,20416
9,0,1401634582,20416
8,0,1401634582,20416
1,1,1401634886,93964
0,0,1401634886,93964
3,0,1401634886,93964
2,0,1401634886,93964
5,1,1401634886,93964
4,0,1401634886,93964
7,0,1401634886,93964
6,0,1401634886,93964
9,1,1401634886,93964
8,0,1401634886,93964
1,0,1401635022,54368
0,0,1401635022,54368
3,0,1401635022,54368
2,0,1401635022,54368
5,0,1401635022,54368
4,0,1401635022,54368
7,0,1401635022,54368
6,0,1401635022,54368
9,0,1401635022,54368
8,0,1401635022,54368
1,0,1401635481,18302
0,0,1401635481,18302
3,0,1401635481,18302
2,0,1401635481,18302
5,0,1401635481,18302
4,0,1401635481,18302
7,0,1401635481,18302
6,0,1401635481,18302
9,0,1401635481,18302
8,0,1401635481,18302
1,0,1401635518,74845
0,0,1401635518,74845
3,0,1401635518,74845
2,0,1401635518,74845
5,0,1401635518,74845
4,0,1401635518,74845
7,0,1401635518,74845
6,0,1401635518,74845
9,0,1401635518,74845
8,0,1401635518,74845
1,0,1401636897,48343
0,0,1401636897,48343
3,0,1401636897,48343
2,0,1401636897,48343
5,0,1401636897,48343
4,0,1401636897,48343
7,0,1401636897,48343
6,0,1401636897,48343
9,0,1401636897,48343
8,0,1401636897,48343
1,0,1401637046,46547
0,1,1401637046,46547
3,0,1401637046,46547
2,0,1401637046,46547
5,1,1401637046,46547
4,0,1401637046,46547
7,0,1401637046,46547
6,0,1401637046,46547
9,0,1401637046,46547
8,1,1401637046,46547
1,0,1401637143,96941
0,1,1401637143,96941
3,0,1401637143,96941
2,0,1401637143,96941
5,0,1401637143,96941
4,0,1401637143,96941
7,1,1401637143,96941
6,0,1401637143,96941
9,0,1401637143,96941
8,1,1401637143,96941
1,0,1401637329,19563
0,0,1401637329,19563
3,0,1401637329,19563
2,1,1401637329,19563
5,1,1401637329,19563
4,0,1401637329,19563
7,1,1401637329,19563
6,0,1401637329,19563
9,0,1401637329,19563
8,0,1401637329,19563
1,0,1401638599,45459
0,1,1401638599,45459
3,1,1401638599,45459
2,0,1401638599,45459
5,1,1401638599,45459
4,0,1401638599,45459
7,0,1401638599,45459
6,0,1401638599,45459
9,0,1401638599,45459
8,0,1401638599,45459
1,0,1401641202,49403
0,0,1401641202,49403
3,0,1401641202,49403
2,1,1401641202,49403
5,1,1401641202,49403
4,1,1401641202,49403
7,0,1401641202,49403
6,0,1401641202,49403
9,0,1401641202,49403
8,0,1401641202,49403
1,0,1401641848,95886
0,0,1401641848,95886
3,0,1401641848,95886
2,1,1401641848,95886
5,1,1401641848,95886
4,1,1401641848,95886
7,0,1401641848,95886
6,0,1401641848,95886
9,0,1401641848,95886
8,0,1401641848,95886
1,0,1401643720,37477
0,0,1401643720,37477
3,0,1401643720,37477
2,0,1401643720,37477
5,0,1401643720,37477
4,0,1401643720,37477
7,0,1401643720,37477
6,0,1401643720,37477
9,0,1401643720,37477
8,0,1401643720,37477
1,0,1401652099,75914
0,1,1401652099,75914
3,1,1401652099,75914
2,0,1401652099,75914
5,0,1401652099,75914
4,0,1401652099,75914
7,0,1401652099,75914
6,0,1401652099,75914
9,0,1401652099,75914
8,1,1401652099,75914
1,0,1401675577,43282
0,0,1401675577,43282
3,0,1401675577,43282
2,0,1401675577,43282
5,0,1401675577,43282
4,0,1401675577,43282
7,0,1401675577,43282
6,0,1401675577,43282
9,0,1401675577,43282
8,0,1401675577,43282
1,0,1401677379,71965
0,0,1401677379,71965
3,0,1401677379,71965
2,0,1401677379,71965
5,0,1401677379,71965
4,0,1401677379,71965
7,0,1401677379,71965
6,0,1401677379,71965
9,0,1401677379,71965
8,0,1401677379,71965
1,0,1401682358,82513
0,0,1401682358,82513
3,0,1401682358,82513
2,0,1401682358,82513
5,1,1401682358,82513
4,0,1401682358,82513
7,0,1401682358,82513
6,0,1401682358,82513
9,1,1401682358,82513
8,1,1401682358,82513
1,0,1401690036,35667
0,0,1401690036,35667
3,0,1401690036,35667
2,0,1401690036,35667
5,0,1401690036,35667
4,0,1401690036,35667
7,1,1401690036,35667
6,0,1401690036,35667
9,1,1401690036,35667
8,1,1401690036,35667
3,0,1431940772,8923
2,0,1431940772,8923
7,0,1431940772,8923
0,0,1431940865,76312
7,0,1431940865,76312
8,1,1431940865,76312
8,1,1431940952,19446
7,0,1431940952,19446
0,0,1431940952,19446
1,0,1431940958,69667
9,0,1431940958,69667
6,1,1431940958,69667
1,0,1431941117,39789
8,0,1431941117,39789
4,1,1431941117,39789
1,1,1431941238,21895
7,0,1431941238,21895
6,0,1431941238,21895
3,1,1431941826,80600
5,0,1431941826,80600
6,0,1431941826,80600
0,0,1431944089,61911
2,0,1431944089,61911
5,1,1431944089,61911
9,1,1431944216,10683
8,0,1431944216,10683
6,0,1431944216,10683
9,1,1431944543,57373
3,0,1431944543,57373
2,0,1431944543,57373
3,0,1431944672,17107
2,0,1431944672,17107
5,0,1431944672,17107
0,0,1431945475,96296
4,0,1431945475,96296
6,1,1431945475,96296
0,1,1431945711,61720
2,0,1431945711,61720
5,0,1431945711,61720
1,0,1431945744,82004
3,1,1431945744,82004
4,0,1431945744,82004
9,1,1431945806,36465
8,0,1431945806,36465
6,0,1431945806,36465
0,1,1431946041,26050
3,0,1431946041,26050
7,0,1431946041,26050
2,1,1431946041,7777
5,1,1431946041,7777
7,1,1431946041,7777
0,0,1431946125,81451
3,0,1431946125,81451
5,1,1431946125,81451
1,1,1431946138,74771
0,0,1431946138,74771
2,0,1431946138,74771
0,1,1431946164,44307
4,0,1431946164,44307
7,0,1431946164,44307
9,1,1431946197,88752
7,0,1431946197,88752
6,0,1431946197,88752
8,1,1431946204,70423
3,0,1431946204,70423
2,0,1431946204,70423
1,0,1431946235,99579
9,0,1431946235,99579
3,1,1431946235,99579
0,0,1431946415,16474
3,1,1431946415,16474
4,0,1431946415,16474
0,0,1431946478,24893
4,1,1431946478,24893
7,0,1431946478,24893
8,0,1431946616,23358
3,1,1431946616,23358
5,0,1431946616,23358
9,0,1431946755,78373
0,0,1431946755,78373
5,1,1431946755,78373
0,0,1431946845,30231
3,1,1431946845,30231
7,0,1431946845,30231
0,1,1431946952,41939
5,0,1431946952,41939
4,0,1431946952,41939
1,0,1431946977,14680
4,0,1431946977,14680
6,1,1431946977,14680
8,0,1431947206,18036
3,1,1431947206,18036
4,0,1431947206,18036
9,1,1431947448,23689
1,1,1431947448,23689
4,1,1431947448,23689
1,1,1431947488,34398
3,0,1431947488,34398
4,0,1431947488,34398
9,0,1431947531,70755
2,0,1431947531,70755
5,1,1431947531,70755
9,1,1431947542,99286
1,0,1431947542,99286
6,0,1431947542,99286
8,0,1431947564,21623
5,1,1431947564,21623
4,0,1431947564,21623
3,0,1431947571,85938
2,0,1431947571,85938
6,1,1431947571,85938
8,0,1431947591,94834
2,0,1431947591,94834
6,1,1431947591,94834
8,1,1431947596,82571
2,0,1431947596,82571
6,0,1431947596,82571
0,0,1431947688,65282
4,0,1431947688,65282
8,1,1431947688,65282
9,0,1431947775,87176
8,1,1431947775,87176
1,0,1431947775,87176
8,0,1431947804,39626
3,1,1431947804,39626
4,0,1431947804,39626
1,0,1431947927,48541
5,0,1431947927,48541
6,0,1431947927,48541
8,0,1431948074,64026
2,1,1431948074,64026
6,0,1431948074,64026
9,1,1431948107,88560
8,0,1431948107,88560
2,0,1431948107,88560
1,1,1431948108,50442
8,0,1431948108,50442
5,0,1431948108,50442
8,1,1431948209,15547
2,0,1431948209,15547
6,0,1431948209,15547
1,1,1431948423,9235
2,0,1431948423,9235
7,0,1431948423,9235
8,1,1431948479,14324
5,1,1431948479,14324
6,1,1431948479,14324
8,0,1431948658,19837
2,0,1431948658,19837
6,0,1431948658,19837
8,0,1431948707,19837
2,0,1431948707,19837
6,1,1431948707,19837
8,0,1431948855,13064
3,1,1431948855,13064
6,0,1431948855,13064
3,1,1431948889,24707
5,0,1431948889,24707
7,0,1431948889,24707
8,0,1431948900,92746
4,1,1431948900,92746
7,0,1431948900,92746
9,0,1431949004,99175
8,1,1431949004,99175
4,0,1431949004,99175
9,0,1431949108,35701
3,0,1431949108,35701
4,1,1431949108,35701
9,0,1431949112,20771
8,0,1431949112,20771
1,1,1431949112,20771
3,0,1431949231,48584
5,0,1431949231,48584
4,1,1431949231,48584
1,0,1431949243,37641
0,1,1431949243,37641
7,0,1431949243,37641
0,0,1431949278,8260
4,1,1431949278,8260
7,0,1431949278,8260
9,0,1431949308,84677
8,1,1431949308,84677
7,0,1431949308,84677
9,0,1431949405,83661
8,1,1431949405,83661
7,0,1431949405,83661
3,0,1431949727,82273
5,1,1431949727,82273
7,0,1431949727,82273
9,0,1431949740,82520
2,0,1431949740,82520
6,1,1431949740,82520
5,1,1431949882,99053
7,1,1431949882,99053
6,1,1431949882,99053
9,0,1431950092,45655
0,0,1431950092,45655
4,1,1431950092,45655
9,1,1431950115,2263
4,0,1431950115,2263
6,0,1431950115,2263
9,0,1431950246,44961
8,1,1431950246,44961
0,0,1431950246,44961
3,1,1431950540,75265
2,0,1431950540,75265
6,0,1431950540,75265
9,1,1431950985,18019
1,1,1431950985,18019
3,1,1431950985,18019
1,1,1431951094,39037
2,1,1431951094,39037
4,1,1431951094,39037
0,0,1431951511,89695
3,1,1431951511,89695
7,0,1431951511,89695
8,0,1431951517,30021
3,1,1431951517,30021
7,0,1431951517,30021
9,0,1431951824,24100
0,1,1431951824,24100
5,0,1431951824,24100
8,1,1431951855,79361
0,0,1431951855,79361
6,0,1431951855,79361
1,1,1431952088,22863
0,0,1431952088,22863
4,0,1431952088,22863
8,1,1431952091,99662
7,0,1431952091,99662
6,0,1431952091,99662
1,0,1431952129,73045
8,1,1431952129,73045
6,0,1431952129,73045
3,1,1431952137,29346
7,0,1431952137,29346
6,0,1431952137,29346
9,1,1431952152,39673
8,1,1431952152,39673
1,1,1431952152,39673
1,0,1431952346,51075
0,1,1431952346,51075
3,0,1431952346,51075
0,1,1431952588,94850
3,0,1431952588,94850
6,0,1431952588,94850
9,1,1431952655,97480
4,0,1431952655,97480
6,0,1431952655,97480
3,1,1431952660,19644
2,0,1431952660,19644
6,0,1431952660,19644
3,1,1431952734,98986
2,1,1431952734,98986
5,1,1431952734,98986
0,1,1431952788,90667
3,0,1431952788,90667
6,0,1431952788,90667
9,0,1431952885,37398
5,0,1431952885,37398
4,1,1431952885,37398
8,1,1431953012,78114
4,0,1431953012,78114
7,0,1431953012,78114
8,1,1431953205,58038
6,0,1431953205,58038
0,0,1431953205,58038
3,0,1431953271,50334
5,0,1431953271,50334
6,1,1431953271,50334
9,0,1431953515,96752
1,0,1431953515,96752
4,0,1431953515,96752
4,1,1431953571,68604
7,1,1431953571,68604
6,1,1431953571,68604
1,1,1431953576,71978
0,0,1431953576,71978
5,0,1431953576,71978
9,0,1431953599,96752
1,0,1431953599,96752
4,1,1431953599,96752
0,0,1431953650,61652
2,1,1431953650,61652
7,0,1431953650,61652
8,0,1431953982,21518
3,1,1431953982,21518
2,0,1431953982,21518
9,1,1431954069,84487
5,1,1431954069,84487
4,1,1431954069,84487
1,1,1431954151,49628
0,0,1431954151,49628
7,0,1431954151,49628
0,1,1431954283,15763
4,1,1431954283,15763
8,1,1431954283,15763
9,0,1431954439,68247
2,1,1431954439,68247
4,0,1431954439,68247
8,0,1431954480,26442
2,1,1431954480,26442
5,0,1431954480,26442
1,0,1431954525,22613
3,0,1431954525,22613
6,1,1431954525,22613
0,1,1431954526,14725
4,0,1431954526,14725
6,0,1431954526,14725
8,1,1431954592,1388
2,0,1431954592,1388
7,0,1431954592,1388
1,0,1431954663,17718
8,0,1431954663,17718
6,1,1431954663,17718
3,1,1431954687,18760
7,0,1431954687,18760
6,0,1431954687,18760
9,0,1431954692,14402
5,1,1431954692,14402
4,0,1431954692,14402
9,1,1431954742,62780
8,0,1431954742,62780
7,0,1431954742,62780
1,1,1431954868,7871
9,0,1431954868,7871
4,0,1431954868,7871
9,1,1431954891,90133
2,0,1431954891,90133
7,0,1431954891,90133
8,0,1431955067,73215
3,0,1431955067,73215
6,1,1431955067,73215
0,0,1431955140,52514
3,1,1431955140,52514
2,0,1431955140,52514
1,0,1431955246,85269
0,0,1431955246,85269
5,0,1431955246,85269
1,1,1431955309,4875
4,0,1431955309,4875
6,0,1431955309,4875
8,0,1431955345,14082
2,0,1431955345,14082
0,1,1431955345,14082
8,0,1431955504,2025
3,0,1431955504,2025
5,1,1431955504,2025
1,0,1431955754,26394
9,1,1431955754,26394
3,0,1431955754,26394
5,1,1431955787,42071
4,0,1431955787,42071
6,0,1431955787,42071
1,0,1431955843,72517
0,0,1431955843,72517
6,0,1431955843,72517
2,1,1431955882,3856
5,1,1431955882,3856
6,1,1431955882,3856
1,1,1431955886,72517
0,0,1431955886,72517
6,0,1431955886,72517
9,1,1431955997,28665
5,0,1431955997,28665
4,0,1431955997,28665
1,0,1431956084,34694
3,0,1431956084,34694
5,1,1431956084,34694
9,1,1431956271,12396
2,0,1431956271,12396
5,0,1431956271,12396
8,0,1431956326,6072
5,1,1431956326,6072
6,0,1431956326,6072
1,1,1431956467,5477
9,0,1431956467,5477
3,0,1431956467,5477
9,0,1431956496,37254
4,1,1431956496,37254
6,0,1431956496,37254
8,0,1431956516,79228
5,0,1431956516,79228
4,0,1431956516,79228
8,0,1431956568,79228
5,0,1431956568,79228
4,1,1431956568,79228
0,1,1431956782,43705
5,0,1431956782,43705
8,0,1431956782,43705
8,0,1431956824,10121
5,1,1431956824,10121
6,0,1431956824,10121
0,0,1431956947,11960
3,0,1431956947,11960
2,1,1431956947,11960
9,1,1431957036,16602
3,0,1431957036,16602
2,0,1431957036,16602
0,0,1431957675,98692
3,1,1431957675,98692
5,0,1431957675,98692
