userid,story_key,position,source,summary
575b0bda-2bca-4d1f-9370-2984364b454b,1,7,cnn,
575b0bda-2bca-4d1f-9370-2984364b454b,1,7,cnn,
575b0bda-2bca-4d1f-9370-2984364b454b,1,7,cnn,
575b0bda-2bca-4d1f-9370-2984364b454b,2,3,msnbc,
575b0bda-2bca-4d1f-9370-2984364b454b,2,3,msnbc,
575b0bda-2bca-4d1f-9370-2984364b454b,2,3,msnbc,
575b0bda-2bca-4d1f-9370-2984364b454b,3,6,foxnews,
575b0bda-2bca-4d1f-9370-2984364b454b,3,6,foxnews,
575b0bda-2bca-4d1f-9370-2984364b454b,3,6,foxnews,
575b0bda-2bca-4d1f-9370-2984364b454b,4,1,msnbc,
575b0bda-2bca-4d1f-9370-2984364b454b,4,1,msnbc,
575b0bda-2bca-4d1f-9370-2984364b454b,4,1,msnbc,
575b0bda-2bca-4d1f-9370-2984364b454b,5,2,msnbc,
575b0bda-2bca-4d1f-9370-2984364b454b,5,2,msnbc,
575b0bda-2bca-4d1f-9370-2984364b454b,5,2,msnbc,
575b0bda-2bca-4d1f-9370-2984364b454b,6,4,foxnews,
575b0bda-2bca-4d1f-9370-2984364b454b,6,4,foxnews,
575b0bda-2bca-4d1f-9370-2984364b454b,6,4,foxnews,
575b0bda-2bca-4d1f-9370-2984364b454b,7,9,foxnews,
575b0bda-2bca-4d1f-9370-2984364b454b,7,9,foxnews,
575b0bda-2bca-4d1f-9370-2984364b454b,7,9,foxnews,
575b0bda-2bca-4d1f-9370-2984364b454b,8,0,cnn,
575b0bda-2bca-4d1f-9370-2984364b454b,8,0,cnn,
575b0bda-2bca-4d1f-9370-2984364b454b,8,0,cnn,
575b0bda-2bca-4d1f-9370-2984364b454b,9,8,cnn,
575b0bda-2bca-4d1f-9370-2984364b454b,9,8,cnn,
575b0bda-2bca-4d1f-9370-2984364b454b,9,8,cnn,
5e7f0f59-bccd-42fa-8690-bcf208a77611,0,4,msnbc,
5e7f0f59-bccd-42fa-8690-bcf208a77611,1,0,msnbc,
5e7f0f59-bccd-42fa-8690-bcf208a77611,2,5,msnbc,
5e7f0f59-bccd-42fa-8690-bcf208a77611,3,6,msnbc,
5e7f0f59-bccd-42fa-8690-bcf208a77611,4,2,cnn,
5e7f0f59-bccd-42fa-8690-bcf208a77611,5,9,foxnews,
5e7f0f59-bccd-42fa-8690-bcf208a77611,6,1,cnn,
5e7f0f59-bccd-42fa-8690-bcf208a77611,7,3,cnn,
5e7f0f59-bccd-42fa-8690-bcf208a77611,8,8,foxnews,
5e7f0f59-bccd-42fa-8690-bcf208a77611,9,7,foxnews,
63ee43b9-e22b-4d52-85f9-20643fb8a0ba,0,7,msnbc,
63ee43b9-e22b-4d52-85f9-20643fb8a0ba,1,3,msnbc,
63ee43b9-e22b-4d52-85f9-20643fb8a0ba,2,8,cnn,
63ee43b9-e22b-4d52-85f9-20643fb8a0ba,3,9,msnbc,
63ee43b9-e22b-4d52-85f9-20643fb8a0ba,4,4,foxnews,
63ee43b9-e22b-4d52-85f9-20643fb8a0ba,5,2,foxnews,
63ee43b9-e22b-4d52-85f9-20643fb8a0ba,6,6,cnn,
63ee43b9-e22b-4d52-85f9-20643fb8a0ba,7,1,cnn,
63ee43b9-e22b-4d52-85f9-20643fb8a0ba,8,0,foxnews,
63ee43b9-e22b-4d52-85f9-20643fb8a0ba,9,5,msnbc,
65b095a7-698f-4053-b68e-9036769e58c5,0,9,cnn,
65b095a7-698f-4053-b68e-9036769e58c5,1,8,msnbc,
65b095a7-698f-4053-b68e-9036769e58c5,2,1,msnbc,
65b095a7-698f-4053-b68e-9036769e58c5,3,2,msnbc,Police not knowing about guns legally bought by a massacre killer.
65b095a7-698f-4053-b68e-9036769e58c5,4,6,cnn,
65b095a7-698f-4053-b68e-9036769e58c5,5,4,foxnews,
65b095a7-698f-4053-b68e-9036769e58c5,6,3,foxnews,
65b095a7-698f-4053-b68e-9036769e58c5,7,5,cnn,"NBA moved forward with putting Clippers on sale, because of previous owners racist comments."
65b095a7-698f-4053-b68e-9036769e58c5,8,7,msnbc,
65b095a7-698f-4053-b68e-9036769e58c5,9,0,foxnews,A guy from Vrigina stole two memorial signs of 7-year-old kids from Sand Hook School killings.
68043d24-1ba6-4df0-91eb-db6f9bae65a2,0,4,cnn,There were a six climber went missing in a ice mountain. 
68043d24-1ba6-4df0-91eb-db6f9bae65a2,1,3,cnn,
68043d24-1ba6-4df0-91eb-db6f9bae65a2,2,9,foxnews,
68043d24-1ba6-4df0-91eb-db6f9bae65a2,3,0,cnn,Police wasn't aware about the California killer previous knowledge on firearms handling. Police also say they did not have a reason to believe he had weapons. 
68043d24-1ba6-4df0-91eb-db6f9bae65a2,4,2,msnbc,
68043d24-1ba6-4df0-91eb-db6f9bae65a2,5,6,foxnews,
68043d24-1ba6-4df0-91eb-db6f9bae65a2,6,8,msnbc,An ex militar sexually abused several students. 
68043d24-1ba6-4df0-91eb-db6f9bae65a2,7,1,msnbc,
68043d24-1ba6-4df0-91eb-db6f9bae65a2,8,5,msnbc,
68043d24-1ba6-4df0-91eb-db6f9bae65a2,9,7,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,4,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,4,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,4,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,4,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,1,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,1,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,1,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,1,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,asdfasdf
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,0,3,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,1,5,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,2,7,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,3,2,cnn,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,4,8,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,5,6,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,6,9,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,7,4,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,8,1,foxnews,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
69580951-44c7-4ce9-b1d1-e22342ecd1b3,9,0,msnbc,
6a86cac7-a3b8-489d-a08f-ca03acf9b40b,0,0,msnbc,
6a86cac7-a3b8-489d-a08f-ca03acf9b40b,1,8,cnn,
6a86cac7-a3b8-489d-a08f-ca03acf9b40b,2,3,foxnews,
6a86cac7-a3b8-489d-a08f-ca03acf9b40b,3,1,msnbc,
6a86cac7-a3b8-489d-a08f-ca03acf9b40b,4,5,cnn,
6a86cac7-a3b8-489d-a08f-ca03acf9b40b,5,4,msnbc,
6a86cac7-a3b8-489d-a08f-ca03acf9b40b,6,6,msnbc,
6a86cac7-a3b8-489d-a08f-ca03acf9b40b,7,7,foxnews,
6a86cac7-a3b8-489d-a08f-ca03acf9b40b,8,2,foxnews,
6a86cac7-a3b8-489d-a08f-ca03acf9b40b,9,9,cnn,
6ba87e7f-3823-434e-a249-e7fe62048b16,0,2,foxnews,
6ba87e7f-3823-434e-a249-e7fe62048b16,0,2,foxnews,
6ba87e7f-3823-434e-a249-e7fe62048b16,1,5,cnn,
6ba87e7f-3823-434e-a249-e7fe62048b16,1,5,cnn,
6ba87e7f-3823-434e-a249-e7fe62048b16,2,8,msnbc,
6ba87e7f-3823-434e-a249-e7fe62048b16,2,8,msnbc,
6ba87e7f-3823-434e-a249-e7fe62048b16,3,1,msnbc,
6ba87e7f-3823-434e-a249-e7fe62048b16,3,1,msnbc,
6ba87e7f-3823-434e-a249-e7fe62048b16,4,3,foxnews,
6ba87e7f-3823-434e-a249-e7fe62048b16,4,3,foxnews,
6ba87e7f-3823-434e-a249-e7fe62048b16,5,6,msnbc,
6ba87e7f-3823-434e-a249-e7fe62048b16,5,6,msnbc,
6ba87e7f-3823-434e-a249-e7fe62048b16,6,4,foxnews,
6ba87e7f-3823-434e-a249-e7fe62048b16,6,4,foxnews,
6ba87e7f-3823-434e-a249-e7fe62048b16,7,9,msnbc,
6ba87e7f-3823-434e-a249-e7fe62048b16,7,9,msnbc,
6ba87e7f-3823-434e-a249-e7fe62048b16,8,7,cnn,
6ba87e7f-3823-434e-a249-e7fe62048b16,8,7,cnn,
6ba87e7f-3823-434e-a249-e7fe62048b16,9,0,cnn,
6ba87e7f-3823-434e-a249-e7fe62048b16,9,0,cnn,
70efefd4-03be-4902-bb2c-1dca4f46bc62,0,6,msnbc,
70efefd4-03be-4902-bb2c-1dca4f46bc62,1,9,msnbc,
70efefd4-03be-4902-bb2c-1dca4f46bc62,2,0,cnn,
70efefd4-03be-4902-bb2c-1dca4f46bc62,3,1,foxnews,
70efefd4-03be-4902-bb2c-1dca4f46bc62,4,3,msnbc,
70efefd4-03be-4902-bb2c-1dca4f46bc62,5,8,msnbc,
70efefd4-03be-4902-bb2c-1dca4f46bc62,6,2,cnn,
70efefd4-03be-4902-bb2c-1dca4f46bc62,7,4,cnn,
70efefd4-03be-4902-bb2c-1dca4f46bc62,8,5,foxnews,
70efefd4-03be-4902-bb2c-1dca4f46bc62,9,7,foxnews,
7385128c-2bc4-4ae0-881a-1b2d514021fe,0,5,msnbc,
7385128c-2bc4-4ae0-881a-1b2d514021fe,1,6,msnbc,
7385128c-2bc4-4ae0-881a-1b2d514021fe,2,9,foxnews,
7385128c-2bc4-4ae0-881a-1b2d514021fe,3,4,cnn,
7385128c-2bc4-4ae0-881a-1b2d514021fe,4,2,foxnews,
7385128c-2bc4-4ae0-881a-1b2d514021fe,5,0,foxnews,
7385128c-2bc4-4ae0-881a-1b2d514021fe,6,1,msnbc,
7385128c-2bc4-4ae0-881a-1b2d514021fe,7,8,cnn,
7385128c-2bc4-4ae0-881a-1b2d514021fe,8,7,cnn,
7385128c-2bc4-4ae0-881a-1b2d514021fe,9,3,msnbc,
743a9100-743a-4470-9618-6524253422d1,0,4,msnbc,
743a9100-743a-4470-9618-6524253422d1,1,2,msnbc,
743a9100-743a-4470-9618-6524253422d1,2,8,cnn,
743a9100-743a-4470-9618-6524253422d1,3,5,foxnews,
743a9100-743a-4470-9618-6524253422d1,4,6,msnbc,
743a9100-743a-4470-9618-6524253422d1,5,1,foxnews,
743a9100-743a-4470-9618-6524253422d1,6,0,cnn,
743a9100-743a-4470-9618-6524253422d1,7,9,cnn,
743a9100-743a-4470-9618-6524253422d1,8,3,foxnews,
743a9100-743a-4470-9618-6524253422d1,9,7,msnbc,
767cc683-0597-4e47-924d-86efb75b5c79,0,7,cnn,
767cc683-0597-4e47-924d-86efb75b5c79,1,8,cnn,
767cc683-0597-4e47-924d-86efb75b5c79,2,2,cnn,
767cc683-0597-4e47-924d-86efb75b5c79,3,9,foxnews,
767cc683-0597-4e47-924d-86efb75b5c79,4,3,msnbc,
767cc683-0597-4e47-924d-86efb75b5c79,5,6,msnbc,
767cc683-0597-4e47-924d-86efb75b5c79,6,5,msnbc,
767cc683-0597-4e47-924d-86efb75b5c79,7,4,foxnews,
767cc683-0597-4e47-924d-86efb75b5c79,8,1,foxnews,u.s. soldier was freed in exchange of five taliban prisoners.
767cc683-0597-4e47-924d-86efb75b5c79,9,0,msnbc,virginia man has been arrested for stealing memorial signs.
77996940-dc83-4e92-8574-11eb8c93f6e6,0,9,foxnews,
77996940-dc83-4e92-8574-11eb8c93f6e6,1,1,msnbc,
77996940-dc83-4e92-8574-11eb8c93f6e6,2,7,foxnews,
77996940-dc83-4e92-8574-11eb8c93f6e6,3,8,cnn,
77996940-dc83-4e92-8574-11eb8c93f6e6,4,5,cnn,
77996940-dc83-4e92-8574-11eb8c93f6e6,5,4,msnbc,
77996940-dc83-4e92-8574-11eb8c93f6e6,6,3,cnn,
77996940-dc83-4e92-8574-11eb8c93f6e6,7,2,foxnews,
77996940-dc83-4e92-8574-11eb8c93f6e6,8,6,msnbc,
77996940-dc83-4e92-8574-11eb8c93f6e6,9,0,msnbc,
7a0f5e6d-e86b-4697-bf74-37021e9e5be0,0,0,foxnews,
7a0f5e6d-e86b-4697-bf74-37021e9e5be0,1,2,cnn,hello world!
7a0f5e6d-e86b-4697-bf74-37021e9e5be0,2,3,msnbc,
7a0f5e6d-e86b-4697-bf74-37021e9e5be0,3,4,cnn,
7a0f5e6d-e86b-4697-bf74-37021e9e5be0,4,1,msnbc,
7c027296-5361-46aa-be5d-a768ec44f56d,0,2,foxnews,
7c027296-5361-46aa-be5d-a768ec44f56d,1,1,cnn,
7c027296-5361-46aa-be5d-a768ec44f56d,2,4,foxnews,
7c027296-5361-46aa-be5d-a768ec44f56d,3,9,foxnews,
7c027296-5361-46aa-be5d-a768ec44f56d,4,0,msnbc,
7c027296-5361-46aa-be5d-a768ec44f56d,5,5,cnn,
7c027296-5361-46aa-be5d-a768ec44f56d,6,7,msnbc,
7c027296-5361-46aa-be5d-a768ec44f56d,7,3,cnn,
7c027296-5361-46aa-be5d-a768ec44f56d,8,6,msnbc,
7c027296-5361-46aa-be5d-a768ec44f56d,9,8,msnbc,
7d2f16da-7f83-4673-a372-62dd61eada7d,0,0,foxnews,Don't go to Mount Rainier
7d2f16da-7f83-4673-a372-62dd61eada7d,1,1,cnn,Fake funeral for a row house happened in Philadelphia.
7d2f16da-7f83-4673-a372-62dd61eada7d,2,3,foxnews,
7d2f16da-7f83-4673-a372-62dd61eada7d,3,4,msnbc,
7d2f16da-7f83-4673-a372-62dd61eada7d,4,6,msnbc,
7d2f16da-7f83-4673-a372-62dd61eada7d,5,2,msnbc,Moron gives back a lot of money.
7d2f16da-7f83-4673-a372-62dd61eada7d,6,9,cnn,
7d2f16da-7f83-4673-a372-62dd61eada7d,7,7,foxnews,
7d2f16da-7f83-4673-a372-62dd61eada7d,8,8,cnn,
7d2f16da-7f83-4673-a372-62dd61eada7d,9,5,msnbc,
7d40c229-8575-4a5a-a174-28cba8e0d38a,0,9,msnbc,
7d40c229-8575-4a5a-a174-28cba8e0d38a,1,1,msnbc,
